,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc0a68a9-8a30-4f53-88b2-899e602f0ecc,1328,,"[72.7, 18.6]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Back,47,Barcelona,217,['d27b2f95-e42b-4df4-ad7f-ebbbe1e00eeb'],1,,,,,,,,,,,,,,,,Barcelona,00:23:01.803,Ball Receipt*,
1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fcc24f6-2b2a-48aa-b27c-94e0ca4159fa,1332,,"[85.4, 20.4]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro González López,30486.0,Left Defensive Midfield,47,Barcelona,217,['e86d0f26-038d-48dd-9476-11023edf43f5'],3,,,,,,,,,,,,,,,,Barcelona,00:23:03.914,Ball Receipt*,
1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c078a09d-d184-4fe4-b27c-c57e93f61101,1335,,"[78.0, 27.3]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,47,Barcelona,217,['6f4e2deb-525e-40da-86eb-93141bcee77c'],5,,,,,,,,,,,,,,,,Barcelona,00:23:05.658,Ball Receipt*,
1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63fb7868-9b38-4481-bba4-bd3d44cfe987,1338,,"[79.0, 21.6]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Back,47,Barcelona,217,['c8bfffaf-b156-484f-86c9-fa74514fc8ff'],8,,,,,,,,,,,,,,,,Barcelona,00:23:08.777,Ball Receipt*,
1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d98aa18f-5fd2-4d56-9849-1772a9e9785f,1341,,"[89.5, 25.6]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro González López,30486.0,Left Defensive Midfield,47,Barcelona,217,['b7a5c291-4d37-414b-a557-8ab00adb8ed8'],9,,,,,,,,,,,,,,,,Barcelona,00:23:09.915,Ball Receipt*,
1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddeb8231-43a8-405e-a3e0-44d1fff88802,1344,,"[86.5, 10.9]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,47,Barcelona,217,['65a4f5e2-bad6-4c58-adf7-c3d08c863578'],11,,,,,,,,,,,,,,,,Barcelona,00:23:11.513,Ball Receipt*,
1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7945984-8c6c-4791-8d13-cc82989d8ed0,1347,,"[94.0, 5.8]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Wing Back,47,Barcelona,217,['0e49bf46-b284-435d-be76-4ff93090c45c'],12,,,,,,,,,,,,,,,,Barcelona,00:23:12.938,Ball Receipt*,
1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bcabb24c-ec59-4a4e-9f6a-c8649e2864f0,1350,,"[84.0, 6.1]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,47,Barcelona,217,['7bb8ceb0-7ab8-4e87-9816-5064a482a7c9'],14,,,,,,,,,,,,,,,,Barcelona,00:23:14.093,Ball Receipt*,
1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79af93ee-336c-45bc-9f14-605e1cb04696,1353,,"[78.5, 16.1]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Back,47,Barcelona,217,['57483015-d6b3-4303-a7e9-dccbe228f77d'],15,,,,,,,,,,,,,,,,Barcelona,00:23:15.029,Ball Receipt*,
1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be428640-2232-4484-bdde-680976d375b7,1356,,"[72.7, 30.3]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,47,Barcelona,217,['77a66362-7622-4051-9db2-ee5aeabc3d98'],16,,,,,,,,,,,,,,,,Barcelona,00:23:16.938,Ball Receipt*,
1750,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73daee12-340e-446e-826d-b626c498ca64,1360,,"[86.9, 31.6]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,47,Barcelona,217,['2618bb8b-dce7-4f5f-bdea-d28dd4b0ddc2'],19,,,,,,,,,,,,,,,,Barcelona,00:23:19.730,Ball Receipt*,
1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6636d0b-b7c5-49db-9dec-09a68e935652,1362,,"[42.4, 43.3]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Escriche Romero,24681.0,Right Center Forward,48,Huesca,902,['14f2df99-4dcf-458d-aee4-205408eeb8cf'],20,,,,,,,,,,,,,,,,Huesca,00:23:20.656,Ball Receipt*,
1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24fea613-b997-43af-982d-4e3e78d21504,1365,,"[24.3, 24.8]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Galán Gil,23322.0,Left Wing Back,48,Huesca,902,['e3102eb8-3bd3-4866-9de7-f15a30701c67'],23,,,,,,,,,,,,,,,,Huesca,00:23:23.302,Ball Receipt*,
1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6764890-2a73-4f1a-849e-dd1999eef61e,1370,,"[53.6, 8.7]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Escriche Romero,24681.0,Right Center Forward,48,Huesca,902,['df0d2f70-14d9-444c-a34c-a443916fb827'],27,,,,,,,,,,,,,,,,Huesca,00:23:27.641,Ball Receipt*,
1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39cc16a1-fad3-437f-9e35-5676f5624b52,1372,,"[50.6, 21.9]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,48,Huesca,902,['b2e1eaf8-44e2-4024-a8d2-3638bab24867'],29,,,,,,,,,,,,,,,,Huesca,00:23:29.098,Ball Receipt*,
1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d843511-c759-4d96-96e4-ab62754d0bb6,1375,,"[71.5, 53.3]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Ferreiro Quiroga,11670.0,Right Center Midfield,48,Huesca,902,['976391d2-bdfd-4451-9934-9d741d4a7b88'],34,,,,,,,,,,,,,,,,Huesca,00:23:34.643,Ball Receipt*,
1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fc3f084-6afc-43b3-bbcd-a77a4724afe8,1378,,"[98.3, 75.8]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,Right Wing Back,48,Huesca,902,['7c831cba-9132-4fdd-a095-5e8bbba63425'],41,,,,,,,,,,,,,,,,Huesca,00:23:41.220,Ball Receipt*,
1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7c81cca-7344-445c-8adc-8573dee1fcee,1381,,"[84.2, 70.6]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,48,Huesca,902,['26c9606f-3488-461d-b64c-170e293ad606'],45,,,,,,,,,,,,,,,,Huesca,00:23:45.599,Ball Receipt*,
1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89657c17-9f72-4dfc-b861-4c77e520b8e4,1383,,"[91.2, 76.1]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,Right Wing Back,48,Huesca,902,['31e53476-5130-4928-abc2-d2b753fa0317'],46,,,,,,,,,,,,,,,,Huesca,00:23:46.755,Ball Receipt*,
1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cfa0604-b182-46ba-a4dd-39a620fa9e26,1386,,"[76.5, 75.0]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,48,Huesca,902,['cc365d48-ecf3-46ce-8ff8-a3d04edfbd10'],48,,,,,,,,,,,,,,,,Huesca,00:23:48.939,Ball Receipt*,
1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84eec181-8885-4db0-867b-66ee209d3089,1389,,"[19.4, 44.4]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro Fernández Llorente,25598.0,Goalkeeper,48,Huesca,902,['4fff1f17-6918-4fad-b487-6b91a5ef00dc'],53,,,,,,,,,,,,,,,,Huesca,00:23:53.278,Ball Receipt*,
1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dedc355-51e2-4925-8691-7262ed467260,1392,,"[36.1, 20.8]",3773369,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Ínsua Blanco,21399.0,Left Center Back,48,Huesca,902,['cec406bc-898a-4e6a-8e17-f6883ad82150'],56,,,,,,,,,,,,,,,,Huesca,00:23:56.280,Ball Receipt*,
1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ba9fe29-2337-42fe-85a8-4f30c31f77ed,1395,,"[35.2, 74.0]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Pulido Mayoral,11677.0,Right Center Back,48,Huesca,902,['40fe0ea5-137f-4b6c-85ba-0cbb865384fe'],3,,,,,,,,,,,,,,,,Huesca,00:24:03.189,Ball Receipt*,
1763,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a49ef30-8135-4e85-97f9-7108c171eb7d,1398,,"[69.5, 71.5]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Escriche Romero,24681.0,Right Center Forward,48,Huesca,902,['28f29977-b74e-437d-bcc2-419ed5641226'],4,,,,,,,,,,,,,,,,Huesca,00:24:04.842,Ball Receipt*,
1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5c7febc-6892-417b-a188-898fc271227f,1402,,"[68.6, 62.8]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,David Ferreiro Quiroga,11670.0,Right Center Midfield,49,Huesca,902,['828dca43-414a-4213-89c2-f522a35388b7'],26,,,,,,,,,,,,,,,,Huesca,00:24:26.965,Ball Receipt*,
1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fee3738-b405-47c2-970d-4759c7418c0c,1405,,"[47.9, 30.3]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pablo Ínsua Blanco,21399.0,Left Center Back,49,Huesca,902,['3fe44a39-c5de-45b2-8e5e-b510a492fa75'],33,,,,,,,,,,,,,,,,Huesca,00:24:33.432,Ball Receipt*,
1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16b44785-85ad-4a9a-bd93-4ece295efda4,1408,,"[53.4, 1.2]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Galán Gil,23322.0,Left Wing Back,49,Huesca,902,['05d7bd4b-2c3d-4a03-bc13-c02d66f98773'],35,,,,,,,,,,,,,,,,Huesca,00:24:35.855,Ball Receipt*,
1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a6686ed-31d4-4925-8c83-8155dba094fe,1411,,"[56.8, 15.9]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Idrissa Doumbia,23307.0,Center Defensive Midfield,49,Huesca,902,['555b1106-1709-424a-8203-f9c44c86b388'],40,,,,,,,,,,,,,,,,Huesca,00:24:40.295,Ball Receipt*,
1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c4ac0fe-8594-4b48-9c74-e76daca3d2bb,1415,,"[55.4, 1.5]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikel Rico Moreno,6656.0,Left Center Midfield,49,Huesca,902,['dbd9c527-879e-4e65-8c99-45643ac8aa8d'],44,,,,,,,,,,,,,,,,Huesca,00:24:44.020,Ball Receipt*,
1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74c41fe6-1489-4209-9bf5-5a6494fe0f2c,1418,,"[41.1, 4.9]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Galán Gil,23322.0,Left Wing Back,49,Huesca,902,['dde90d04-a804-41ef-86bd-44d1593a87c4'],45,,,,,,,,,,,,,,,,Huesca,00:24:45.344,Ball Receipt*,
1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f54ff71c-3706-4099-9884-583d704ee3c3,1421,,"[24.0, 13.9]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pablo Ínsua Blanco,21399.0,Left Center Back,49,Huesca,902,['79c4c4b7-f5c2-4dcb-a2c2-1d36c7aa5ed7'],47,,,,,,,,,,,,,,,,Huesca,00:24:47.319,Ball Receipt*,
1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da240d36-2aff-4901-8c16-1375671a1760,1424,,"[19.1, 62.0]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jorge Pulido Mayoral,11677.0,Right Center Back,49,Huesca,902,['a31f3f95-6458-4ac3-ab5d-adb002953454'],50,,,,,,,,,,,,,,,,Huesca,00:24:50.594,Ball Receipt*,
1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236a60bc-0d82-4eeb-ae76-3a1dc988fe47,1428,,"[97.8, 63.1]",3773369,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rafael Mir Vicente,23812.0,Left Center Forward,49,Huesca,902,"['27c23820-06b7-4e63-982d-f0860e2f11a8', '7aac8ac6-ee58-47cf-8be2-9ffb84b8b7c7']",57,,,,,,,,,,,,,,,,Huesca,00:24:57.744,Ball Receipt*,True
1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7b18808-91c0-4184-8431-15edb08a8b2b,1431,,"[108.4, 68.0]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pablo Maffeo Becerra,6564.0,Right Wing Back,49,Huesca,902,['b8f27912-bac9-4950-8086-33404437d953'],0,,,,,,,,,,,,,,,,Huesca,00:25:00.729,Ball Receipt*,
1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27975546-09d0-4032-a240-576fb63b8471,1445,,"[26.6, 47.2]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Óscar Mingueza García,43728.0,Right Center Back,51,Barcelona,217,['a2b39683-d935-4f28-832f-7ddeec0ab3bd'],22,,,,,,,,,,,,,,,,Barcelona,00:25:22.768,Ball Receipt*,
1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dd9b972-4c8b-43b0-8b15-cd3f6d589d24,1447,,"[52.0, 77.5]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,52,Barcelona,217,['036ff4ef-1a99-466b-9dc3-3ad3f2c30269'],29,,,,,,,,,,,,,,,,Barcelona,00:25:29.304,Ball Receipt*,
1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77bef2dd-83c1-468e-bab4-e35abf9936fa,1451,,"[68.5, 70.5]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,53,Barcelona,217,"['5e75faae-1d3f-4d0f-bd10-f1c887b41162', '792850de-9cdd-4138-a162-1981f8020f53']",31,,,,,,,,,,,,,,,,Barcelona,00:25:31.045,Ball Receipt*,True
1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009714ce-1995-43f2-9fa2-40033648aabb,1454,,"[70.7, 77.5]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,54,Barcelona,217,['68f91121-f9cd-4186-b715-eae51afd11ef'],34,,,,,,,,,,,,,,,,Barcelona,00:25:34.831,Ball Receipt*,
1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10f1bf90-1f38-4970-b570-412b578ee2e8,1457,,"[80.0, 68.0]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,55,Barcelona,217,['7210c971-bb3a-480a-84f1-5551ae74fe90'],38,,,,,,,,,,,,,,,,Barcelona,00:25:38.047,Ball Receipt*,
1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31980e2a-b1d3-4105-adb2-eac48fc39bb5,1461,,"[87.7, 47.0]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Center Forward,56,Barcelona,217,"['367f50e5-52f1-434c-816e-4fde1e4b2c79', 'b50f007b-1e6b-4991-b980-f9a690e7134d']",40,,,,,,,,,,,,,,,,Barcelona,00:25:40.601,Ball Receipt*,True
1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f74ec8d8-6ac3-48ca-9b28-9db99313ca20,1464,,"[84.0, 51.8]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,57,Barcelona,217,"['643d86c2-a46d-46f0-8a8a-ba36a5be073b', 'fed443cd-b934-4217-822a-a209f93740f8']",41,,,,,,,,,,,,,,,,Barcelona,00:25:41.293,Ball Receipt*,True
1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0b23e53-b603-41bb-9dd4-44498387c2b5,1470,,"[30.9, 21.6]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Rico Moreno,6656.0,Left Center Midfield,58,Huesca,902,['364df6be-1bb0-4e2b-90bb-2cec57b276ef'],44,,,,,,,,,,,,,,,,Huesca,00:25:44.032,Ball Receipt*,
1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a57a2b8-559c-4b44-a593-e5103ada52ef,1473,,"[37.6, 29.4]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Escriche Romero,24681.0,Right Center Forward,58,Huesca,902,['c05c108d-52ce-44d4-8030-e2f365997f97'],44,,,,,,,,,,,,,,,,Huesca,00:25:44.632,Ball Receipt*,
1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ae2414b-0c2e-49b3-91f3-b619d63b9839,1478,,"[22.2, 50.5]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Pulido Mayoral,11677.0,Right Center Back,58,Huesca,902,['4846dc61-0219-4f1d-97d1-2e42143b1076'],47,,,,,,,,,,,,,,,,Huesca,00:25:47.872,Ball Receipt*,
1784,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdb21270-572b-4e5b-b643-7dacb837b5b0,1481,,"[56.6, 25.9]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Mir Vicente,23812.0,Left Center Forward,58,Huesca,902,['b3b71d33-700d-42e9-a819-e358ad36ff9c'],52,,,,,,,,,,,,,,,,Huesca,00:25:52.016,Ball Receipt*,
1785,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e7b5af7-0282-48a2-8ff8-1fb39fe72591,1484,,"[80.5, 56.7]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,58,Huesca,902,['30896758-190b-4628-9c7f-e3aa00ecbbfb'],53,,,,,,,,,,,,,,,,Barcelona,00:25:53.356,Ball Receipt*,
1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a12bbc1-3f03-41e4-8233-7759b424be70,1488,,"[50.3, 1.2]",3773369,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Galán Gil,23322.0,Left Wing Back,58,Huesca,902,['6b8494bc-8fe1-43e4-b467-c1a6fd2fa749'],56,,,,,,,,,,,,,,,,Huesca,00:25:56.085,Ball Receipt*,
1787,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4be5a63-a5e3-4bad-9554-e93352f9d56b,1491,,"[93.7, 68.9]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Ferreiro Quiroga,11670.0,Right Center Midfield,58,Huesca,902,['bd81fa31-ba62-4eee-8615-8ea0c73503a8'],2,,,,,,,,,,,,,,,,Huesca,00:26:02.164,Ball Receipt*,
1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce1c5862-802b-4aa6-bb3b-f2948c4c7460,1493,,"[9.9, 32.8]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,59,Barcelona,217,['19cb2c3c-c0e4-41dc-b2a5-200f892d6e59'],3,,,,,,,,,,,,,,,,Barcelona,00:26:03.565,Ball Receipt*,
1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5b2d2c0-4423-4ff1-b5e9-868e0fe3001d,1496,,"[32.4, 10.6]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,59,Barcelona,217,['7f218890-d34a-4c45-aa66-86ac76458a0b'],7,,,,,,,,,,,,,,,,Barcelona,00:26:07.021,Ball Receipt*,
1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60073b7e-404c-4d3a-9620-533776524ad3,1499,,"[54.6, 14.9]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Attacking Midfield,59,Barcelona,217,['3f47059d-8dcd-4561-b2f0-911bbfd13f48'],9,,,,,,,,,,,,,,,,Barcelona,00:26:09.574,Ball Receipt*,
1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2979291c-4b65-454a-ab86-9262ab7d325c,1502,,"[63.8, 58.2]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,59,Barcelona,217,['2ab35f3b-1f3d-4304-9332-2b8d7888929a'],14,,,,,,,,,,,,,,,,Barcelona,00:26:14.165,Ball Receipt*,
1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46d3b6b9-e3b1-4826-a354-212b6c4f4b38,1505,,"[78.5, 53.5]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,59,Barcelona,217,['76b09848-d54a-4027-9aa9-d73db7ac8f2f'],19,,,,,,,,,,,,,,,,Barcelona,00:26:19.271,Ball Receipt*,
1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c49c0b4a-45dd-4c1e-9e17-8fdd67bd503f,1508,,"[91.5, 78.9]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,59,Barcelona,217,['cec1fea1-7c49-4b9e-ad4a-166c18738e87'],21,,,,,,,,,,,,,,,,Barcelona,00:26:21.651,Ball Receipt*,
1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0f83637-dacf-4ab7-86d8-83f213ae397f,1511,,"[109.9, 70.2]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,59,Barcelona,217,['21d78bef-2fd3-4e43-8a06-f1c8402a022c'],24,,,,,,,,,,,,,,,,Barcelona,00:26:24.286,Ball Receipt*,
1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8210fce-1fbb-4247-b4bd-b2948f5decdf,1515,,"[101.2, 57.9]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Center Forward,59,Barcelona,217,"['8964cbcb-b690-4603-b425-d5e3c078e10b', 'fad86fa4-8475-4f77-8507-e4c5591648ce']",26,,,,,,,,,,,,,,,,Barcelona,00:26:26.542,Ball Receipt*,True
1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de5a870f-2bed-4e83-a8bc-c55c31138012,1521,,"[102.2, 59.0]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,59,Barcelona,217,['2468c42f-9206-4944-8f45-d6f798c66979'],31,,,,,,,,,,,,,,,,Barcelona,00:26:31.196,Ball Receipt*,
1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f70ac0ac-d5d2-400f-b901-ac2ce1dce8ae,1524,,"[100.7, 64.8]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,59,Barcelona,217,['b9cb0ae6-1d82-428a-8634-d32835a0921a'],32,,,,,,,,,,,,,,,,Barcelona,00:26:32.387,Ball Receipt*,
1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deb1b33a-f85c-4823-b5af-159272b57861,1527,,"[94.9, 58.5]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Center Forward,59,Barcelona,217,['84ea9920-4ecd-409d-8662-debc0d06e10a'],33,,,,,,,,,,,,,,,,Barcelona,00:26:33.588,Ball Receipt*,
1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edfeb687-f385-441a-9b5b-4842d23d67e8,1531,,"[102.7, 71.4]",3773369,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,59,Barcelona,217,"['7c2131f0-f0c2-4b77-bd32-421eb766c1fc', 'e375fc99-8ee0-42bb-b64b-51b3bb38e142']",36,,,,,,,,,,,,,,,,Barcelona,00:26:36.008,Ball Receipt*,True
