,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
212,,,,,,,,,,,,,,,,,,1.264628,,,,,,,,,,,,,45af3d8a-24f6-4fc7-8e29-1fbd27312583,711,,"[92.1, 18.2]",3773369,11,,,,,-2.3023543,,Left Foot,,"[84.2, 9.4]",,Ground Pass,,11.825819,,,,,Clément Lenglet,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Attacking Midfield,33,Barcelona,217,['ac31d338-a530-4375-a612-626f1962483a'],56,,,,,,,,,,,,,,,,Barcelona,00:11:56.283,Pass,
213,,,,,,,,,,,,,,,,,,1.16189,,,,,,,,,,,,,1dd9bc00-63f6-4978-8462-1c84a565f935,714,,"[84.7, 8.8]",3773369,11,,,,,2.3490005,,Left Foot,,"[70.9, 22.8]",,Ground Pass,,19.658077,,,,,Frenkie de Jong,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,33,Barcelona,217,['64873ba4-91f0-4fdf-b25e-06fa652571cd'],57,,,,,,,,,,,,,,,,Barcelona,00:11:57.649,Pass,
214,,,,,,,,,,,,,,,,,,1.56094,,,,,,,,,,,,,b77dc184-a277-4b56-a384-11f1848f09f1,717,,"[71.5, 30.1]",3773369,11,,,,,1.2931348,,Right Foot,,"[77.4, 50.8]",,Ground Pass,,21.524405,,,,,Óscar Mingueza García,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,33,Barcelona,217,['0da8b61e-fd12-44fb-856f-14024d57e512'],59,,,,,,,,,,,,,,,,Barcelona,00:11:59.859,Pass,
215,,,,,,,,,,,,,,,,,,1.543819,,,,,,,,,,,,,6589f518-7c82-4e05-816d-fb19be1adb02,720,,"[77.4, 51.2]",3773369,12,,,,,1.0983641,,Right Foot,,"[91.3, 78.4]",,Ground Pass,,30.545868,,,,,Sergino Dest,,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,33,Barcelona,217,['48b6361d-8aee-4e0e-9f1b-283f15288dcf'],2,,,,,,,,,,,,,,,,Barcelona,00:12:02.285,Pass,
216,,,,,,,,,,,,,,,,,,0.932508,,,,,,,,,,,,,da2df7cd-83db-4379-928b-37730c21e58f,723,,"[92.5, 75.6]",3773369,12,,,,,-2.0152156,,Right Foot,,"[84.5, 58.8]",,Ground Pass,,18.607525,,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,33,Barcelona,217,['ca2d1c6b-b45a-4887-8c3e-01601c9e6319'],6,,,,,,,,,,,,,,,,Barcelona,00:12:06.021,Pass,
217,,,,,,,,,,,,,,,,,,1.368708,,,,,,,,,,,,,e81e7f0d-6608-428d-a2b9-c5b776607245,726,,"[84.0, 59.7]",3773369,12,,,,,-2.3923233,,Right Foot,,"[75.4, 51.7]",,Ground Pass,,11.745638,,,,,Frenkie de Jong,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,33,Barcelona,217,"['1e35fdda-e9a4-4544-a690-a93c49cf169a', 'b0284586-240f-4a77-87a7-b39073d76897']",6,,,,,,,,,,,,,,,,Barcelona,00:12:06.953,Pass,True
218,,,,,,,,,,,,,,,,,,1.000457,,,,,,,,,,,,,1bcdcf5b-1a30-4d62-9c58-410191be4404,729,,"[78.5, 49.2]",3773369,12,,,,,-1.0107408,,Right Foot,,"[90.1, 30.7]",,Ground Pass,,21.83598,,,,,Antoine Griezmann,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,33,Barcelona,217,['34c21c07-5ff0-45b2-9d57-95bcb05f2848'],9,,,,,,,,,,,,,,,,Barcelona,00:12:09.631,Pass,
219,,,,,,,,,,,,,,,,,,1.120574,,,,,,,,,,,,,15f43cfd-54e9-447c-9aec-f426187abe71,731,,"[90.1, 29.3]",3773369,12,,,,,-2.9147937,,Left Foot,,"[83.6, 27.8]",,Ground Pass,,6.670832,,,,,Clément Lenglet,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Attacking Midfield,33,Barcelona,217,['a1255641-881b-42c7-b103-44ad153d3b4b'],10,,,,,,,,,,,,,,,,Barcelona,00:12:10.631,Pass,
220,,,,,,,,,,,,,,,,,,1.208987,,,,,,,,,,,,,0e659455-ea4f-4e6e-8708-59b1eb80f3e2,734,,"[82.8, 25.0]",3773369,12,,,,,-0.9272952,,Left Foot,,"[93.3, 11.0]",,Ground Pass,,17.5,,,,,Jordi Alba Ramos,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,33,Barcelona,217,['9fd8ae41-ca72-4b7a-b7e3-73e810672a42'],12,,,,,,,,,,,,,,,,Barcelona,00:12:12.337,Pass,
221,,,,,,,,,,,,,,,,,,0.527175,,,,,,,,,,,,,6e839193-39fa-49ac-984d-ddb100e41c8c,737,,"[93.6, 8.8]",3773369,12,,,,,1.152572,,Left Foot,,"[98.4, 19.6]",,Ground Pass,,11.818629,,,,,Antoine Griezmann,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,33,Barcelona,217,['bf532287-2696-4d9e-9f2e-5de0367b8c63'],14,,,,,,,,,,,,,,,,Barcelona,00:12:14.668,Pass,
222,,,,,,,,,,,,,,,,,,0.738185,,,,,,,,,,,,,5527df99-2eb2-4b42-bfd0-17c63632cea9,740,,"[98.1, 16.5]",3773369,12,,,,,-2.819842,,Left Foot,,"[92.1, 14.5]",,Ground Pass,,6.3245554,,,,,Jordi Alba Ramos,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Attacking Midfield,33,Barcelona,217,"['1197bdfa-235e-4159-a4e4-0d2f01af2e5d', '2b9f0f81-d240-4d71-9bda-61120bb2e226']",15,,,,,,,,,,,,,,,,Barcelona,00:12:15.195,Pass,True
223,,,,,,,,,,,,,,,,,,1.239609,,,,,,,,,,,,,30668c86-f405-425c-8e29-d248afa78957,747,,"[87.4, 18.4]",3773369,12,,,,,2.3198469,,Right Foot,,"[76.8, 29.8]",,Ground Pass,,15.566631,,,,,Frenkie de Jong,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,33,Barcelona,217,['75ec5aee-2475-449e-9df2-edeb0eb75655'],17,,,,,,,,,,,,,,,,Barcelona,00:12:17.710,Pass,
224,,,,,,,,,,,,,,,,,,0.937804,,,,,,,,,,,,,878ab288-af22-4d30-9576-5a21eff1a61a,750,,"[76.5, 30.4]",3773369,12,,,,,0.12029548,,Right Foot,,"[85.6, 31.5]",,Ground Pass,,9.166243,,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,33,Barcelona,217,['06aebaae-01ce-4e62-b201-82b39855d923'],19,,,,,,,,,,,,,,,,Barcelona,00:12:19.629,Pass,
225,,,,,,,,,,,,,,,,,,1.015473,,,,,,,,,,,,,4b423afd-6fc8-44ac-8841-9201b3a411b1,753,,"[85.6, 32.9]",3773369,12,,,,,1.1958046,,Right Foot,,"[93.0, 51.7]",,Ground Pass,,20.20396,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,33,Barcelona,217,['eb3bdca0-a70c-4860-b92c-5634faf91cb1'],21,,,,,,,,,,,,,,,,Barcelona,00:12:21.646,Pass,
226,,,,,,,,,,,,,,,,,,0.668839,,,,,,,,,,,,,a4de962a-ab12-4ce0-b37d-2ff147053158,761,,"[93.9, 40.3]",3773369,12,,,,,-0.90053296,,Left Foot,,"[100.4, 32.1]",,Low Pass,,10.463747,,,,,Pedro González López,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,33,Barcelona,217,"['5e8cb63d-0937-485c-a399-3f7a252495ad', 'e40a5c61-e0cb-457e-9a40-3dff0ceebd5e']",25,,,,,,,,,,,,,,,,Barcelona,00:12:25.613,Pass,True
227,,,,,,,,,,,,,,,,,,1.084666,,,,,,,,,,,,,a09ff862-a5dd-4bcb-9e4c-81e56ed38343,764,,"[100.4, 32.1]",3773369,12,,,,,-0.9179497,,Right Foot,,"[109.5, 20.2]",,Ground Pass,,14.980654,,,,,Antoine Griezmann,,,,,,,1,From Throw In,Pedro González López,30486.0,Left Defensive Midfield,33,Barcelona,217,['c3d4b43c-cc4c-43b6-a18f-6cdec3ce5ca9'],27,,,,,,,,,,,,,,,,Barcelona,00:12:27.151,Pass,
228,,,,,,,,,,,,,,,,,,4.470635,,,,,,,,,,,,,9b9ff4f5-f0d7-4302-9126-fe7bdde6cfd6,767,,"[112.0, 20.2]",3773369,12,,,,,1.5052794,,Left Foot,True,"[114.9, 64.4]",,Ground Pass,,44.295033,,,,,Sergino Dest,,,True,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Attacking Midfield,33,Barcelona,217,['50311311-1ee2-41d6-a11d-b04d0810ecec'],28,,,,,,,,,,,,,,,,Barcelona,00:12:28.356,Pass,
229,,,,,,,,,,,,,,,,,,1.476859,,,,,,,,,,,,,be50399c-935c-4ff5-a2f6-a4f2ba088b3b,771,,"[110.4, 55.9]",3773369,12,,,,,-1.7529646,,Right Foot,,"[106.9, 36.9]",,High Pass,,19.31968,,,Incomplete,,Jordi Alba Ramos,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,33,Barcelona,217,"['442e8883-224e-490e-8e0b-b4ecc5371371', 'eb85f6cf-4bb9-4119-b4cf-249e09d6d55d']",35,,,,,,,,,,,,,,,,Barcelona,00:12:35.647,Pass,
230,,,,,,,,,,,,True,,,,,,1.872737,,,,,,,,,,,,,442e8883-224e-490e-8e0b-b4ecc5371371,773,,"[13.2, 43.2]",3773369,12,,,,,0.32625502,,Head,,"[26.5, 47.7]",,High Pass,,14.040655,,,,,Daniel Escriche Romero,,,,,,Interception,1,From Counter,Jorge Pulido Mayoral,11677.0,Right Center Back,34,Huesca,902,"['2b3e1492-ae3b-4050-82cd-01d31dfff958', 'be50399c-935c-4ff5-a2f6-a4f2ba088b3b']",37,,,,,,,,,,,,,,,,Huesca,00:12:37.123,Pass,
231,,,,,,,,,,,,,,,,,,1.718284,,,,,,,,,,,,,90b93b50-7551-4dc0-b5f0-faf10760e2f2,775,,"[26.8, 47.7]",3773369,12,,,,,-0.52639234,,Head,,"[34.2, 43.4]",,High Pass,,8.558621,,,,,Jorge Pulido Mayoral,,,,,,,1,From Counter,Daniel Escriche Romero,24681.0,Right Center Forward,34,Huesca,902,['d5ff1f40-b4c8-4d46-9c69-43c0801aaf18'],39,,,,,,,,,,,,,,,,Huesca,00:12:39.076,Pass,
232,,,,,,,,,,,,,,,,,,0.644459,,,,,,,,,,,,,21b96404-5848-42ac-9c51-2bae87ee45be,779,,"[35.9, 42.3]",3773369,12,,,,,-0.8086498,,Right Foot,,"[46.4, 31.3]",,Low Pass,,15.206906,,,Incomplete,,Rafael Mir Vicente,,,,,,,1,From Counter,Jorge Pulido Mayoral,11677.0,Right Center Back,34,Huesca,902,"['37c94010-717c-4e4d-a16e-5b9f452dc3c7', 'd1d04642-957d-490b-b37a-523f4c02cce1', 'f0fb1194-0670-4fef-bf52-3e2f58b43442']",40,,,,,,,,,,,,,,,,Huesca,00:12:40.861,Pass,True
233,,,,,,,,,,,,,,,,,,1.77459,,,,,,,,,,,,,d1d04642-957d-490b-b37a-523f4c02cce1,781,,"[73.7, 48.8]",3773369,12,,,,,0.5165577,,Head,,"[86.2, 55.9]",,Low Pass,,14.375674,,,,,Sergino Dest,,,,,,Recovery,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,35,Barcelona,217,"['21b96404-5848-42ac-9c51-2bae87ee45be', 'eff69c13-f9f0-4abb-84f7-6379295891ba']",41,,,,,,,,,,,,,,,,Barcelona,00:12:41.505,Pass,
234,,,,,,,,,,,,,,,,,,0.972627,,,,,,,,,,,,,9f0ffa61-7260-4b46-9869-9aa401db0acc,784,,"[85.1, 56.3]",3773369,12,,,,,-2.7956254,,Right Foot,,"[76.5, 53.2]",,Ground Pass,,9.141663,,,,,Sergio Busquets i Burgos,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,35,Barcelona,217,"['465da97c-6f0d-4099-85af-03c8033f594a', 'bb5ede2d-de2e-4292-a32f-93d19690b440']",43,,,,,,,,,,,,,,,,Barcelona,00:12:43.280,Pass,True
235,,,,,,,,,,,,,,,,,,1.089204,,,,,,,,,,,,,80c324ab-5504-4eba-9f9b-0c8ee58d5f64,787,,"[82.5, 51.2]",3773369,12,,,,,-1.0995346,5078ef4c-43ea-4e5e-90cc-8c288349b3e3,Right Foot,,"[90.5, 35.5]",True,Ground Pass,,17.620726,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,35,Barcelona,217,['277f8dfa-b7e1-4fef-83bf-80c237a4494e'],45,,,,,,,,,,,,,,,,Barcelona,00:12:45.929,Pass,
236,,,,,,,,,,,,,,,,,,0.839874,,,,,,,,,,,,,cfd89fd6-d1b7-4acf-9606-f328e147ec59,797,,"[60.0, 40.0]",3773369,13,,True,,,2.4780369,,Right Foot,,"[49.0, 48.6]",,Ground Pass,,13.962808,,,,,Mikel Rico Moreno,,,,,,Kick Off,1,From Kick Off,Rafael Mir Vicente,23812.0,Left Center Forward,36,Huesca,902,['71fb0b97-d836-4452-afec-3d9e30a141cb'],54,,,,,,,,,,,,,,,,Huesca,00:13:54.677,Pass,
237,,,,,,,,,,,,,,,,,,1.218555,,,,,,,,,,,,,d6a7b883-fbdc-46a5-a82a-881e8e9c2823,799,,"[39.9, 54.8]",3773369,13,,True,,,-2.742789,,Right Foot,,"[8.1, 41.4]",,Ground Pass,,34.50797,,,,,Álvaro Fernández Llorente,,,,,,,1,From Kick Off,Mikel Rico Moreno,6656.0,Left Center Midfield,36,Huesca,902,['9e3d14bf-3c73-4187-af57-1986d2999ed4'],55,,,,,,,,,,,,,,,,Huesca,00:13:55.984,Pass,
238,,,,,,,,,,,,,,,,,,4.274872,,,,,,,,,,,,,dbf5f8c6-3c8a-49ee-a5b3-fb68494ea3e7,802,,"[3.0, 48.8]",3773369,13,,,,,0.5215538,,Right Foot,,"[56.6, 79.6]",,High Pass,,61.81909,,,Out,,Pablo Maffeo Becerra,,,,,,,1,From Kick Off,Álvaro Fernández Llorente,25598.0,Goalkeeper,36,Huesca,902,"['134b6b28-208c-4b8d-8122-25adf637e458', '7cdf3a3d-5aea-4f4c-8a46-adfe7b29af1e']",58,,,,,,,,,,,,,,,,Huesca,00:13:58.843,Pass,True
239,,,,,,,,,,,,,,,,,,1.638898,,,,,,,,,,,,,3d746fe3-620f-4876-ac15-20bf69128a94,804,,"[65.2, 0.1]",3773369,14,,,,,2.965071,,,,"[46.7, 3.4]",,Low Pass,,18.792019,,,,,Clément Lenglet,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,37,Barcelona,217,['fe33569e-8bf6-47bb-b1ca-f9e606c599a5'],11,,,,,,,,,,,,,,,,Barcelona,00:14:11.782,Pass,
240,,,,,,,,,,,,,,,,,,1.441544,,,,,,,,,,,,,dcfad0a7-6923-4984-8d23-763399401e34,807,,"[45.3, 4.0]",3773369,14,,,,,2.435612,,Left Foot,,"[29.7, 17.3]",,Ground Pass,,20.5,,,,,Frenkie de Jong,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,37,Barcelona,217,['82fabafd-ee7a-4e04-a747-a3c1e583b992'],14,,,,,,,,,,,,,,,,Barcelona,00:14:14.237,Pass,
241,,,,,,,,,,,,,,,,,,1.109636,,,,,,,,,,,,,a0744292-ded9-45e5-8e53-284e11192a4e,810,,"[29.7, 25.5]",3773369,14,,,,,0.022095852,,Right Foot,,"[47.8, 25.9]",,Ground Pass,,18.10442,,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,37,Barcelona,217,['3df0c95c-e821-499e-8ff9-756ee34cc15e'],18,,,,,,,,,,,,,,,,Barcelona,00:14:18.098,Pass,
242,,,,,,,,,,,,,,,,,,1.195184,,,,,,,,,,,,,61d7f648-18a4-4379-9f8b-d0b3fe855ef5,814,,"[48.1, 25.3]",3773369,14,,,,,2.734099,,Right Foot,,"[34.2, 31.3]",,Ground Pass,,15.139683,,,,,Frenkie de Jong,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,37,Barcelona,217,"['b15ed7a3-4f23-47b7-ac6c-06d1bb3b56ce', 'df9f007d-aeb4-40c0-b97a-cd98f4ad37b1']",19,,,,,,,,,,,,,,,,Barcelona,00:14:19.269,Pass,True
243,,,,,,,,,,,,,,,,,,2.155071,,,,,,,,,,,,,44eb7869-de15-4e8d-9802-dc0600943885,817,,"[36.8, 37.5]",3773369,14,,,,,1.1035837,,Right Foot,,"[48.1, 59.9]",,Ground Pass,,25.088842,,,,,Óscar Mingueza García,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,37,Barcelona,217,['9e2e33d7-9d6d-4b49-a2f0-f8c326ff5826'],23,,,,,,,,,,,,,,,,Barcelona,00:14:23.223,Pass,
244,,,,,,,,,,,,,,,,,,1.1867,,,,,,,,,,,,,0860670d-072d-4218-b086-b3e76a5a70d0,820,,"[48.7, 64.2]",3773369,14,,,,,0.8248043,,Right Foot,,"[62.1, 78.7]",,Ground Pass,,19.743607,,,,,Sergino Dest,,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,37,Barcelona,217,['65fb6e3a-0db8-4898-827b-3ce3588f301e'],26,,,,,,,,,,,,,,,,Barcelona,00:14:26.751,Pass,
245,,,,,,,,,,,,,,,,,,0.703354,,,,,,,,,,,,,109d36e8-a71d-415d-bb08-218180c66195,824,,"[57.8, 75.8]",3773369,14,,,,,-1.3215442,,Right Foot,,"[60.6, 64.8]",,Ground Pass,,11.350771,,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,37,Barcelona,217,"['24d49e85-29ce-4937-af39-322111c2a867', 'a0016805-79d5-4b5c-b5d1-f837493534d2']",28,,,,,,,,,,,,,,,,Barcelona,00:14:28.982,Pass,True
246,,,,,,,,,,,,,,,,,,2.163454,,,,,,,,,,,,,4900c951-9a33-4633-b76c-fdf54a9f6ebe,828,,"[61.7, 67.0]",3773369,14,,,,,0.6045986,,Right Foot,,"[78.2, 78.4]",,Ground Pass,,20.055174,,,,,Sergino Dest,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,37,Barcelona,217,"['006fe29d-9023-4c37-8fbe-081f46a78966', '476eccb7-7b6c-43e6-bf9e-0c810d223cb7']",30,,,,,,,,,,,,,,,,Barcelona,00:14:30.205,Pass,True
247,,,,,,,,,,,,,,,,,,2.170642,,,,,,,,,,,,,fc1c7dc8-3193-48d7-817d-8ae412f1e369,832,,"[79.1, 79.6]",3773369,14,,,,,-0.46837944,,Right Foot,,"[104.4, 66.8]",,High Pass,,28.353659,,,,,Ousmane Dembélé,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,37,Barcelona,217,"['6bc973f7-b58e-4392-9632-e9d115245ac2', '858b23f9-a31a-4a17-882e-8fdd24517d74']",32,,,,,,,,,,,,,,,,Barcelona,00:14:32.420,Pass,True
248,,,,,,,,,,,,,,,,,,0.853227,,,,,,,,,,,,,0f681557-89d0-4249-aaf7-c3b4dd274356,835,,"[106.1, 69.6]",3773369,14,,,,,1.8580778,,Right Foot,,"[103.5, 78.4]",,Ground Pass,,9.176056,,,,,Sergino Dest,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Center Forward,37,Barcelona,217,['a9112fbc-a922-4b93-9356-950dc139b867'],35,,,,,,,,,,,,,,,,Barcelona,00:14:35.784,Pass,
249,,,,,,,,,,,,,,,,,,0.860504,,,,,,,,,,,,,224f0899-fe4e-4756-bd84-6711c5c43ada,838,,"[101.2, 78.7]",3773369,14,,,,,-2.587285,,Right Foot,,"[90.7, 72.2]",,Ground Pass,,12.349089,,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,37,Barcelona,217,['ba5da75e-5d24-430e-866e-7aa8ee526d61'],38,,,,,,,,,,,,,,,,Barcelona,00:14:38.331,Pass,
250,,,,,,,,,,,,,,,,,,1.138727,,,,,,,,,,,,,363555cf-77ab-415c-9a7e-1ac747e92de7,841,,"[91.0, 71.3]",3773369,14,,,,,-1.9756881,,Right Foot,,"[82.0, 50.3]",,Ground Pass,,22.847319,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,37,Barcelona,217,['fc6d6564-1dc4-48fa-97f3-eb244c062346'],39,,,,,,,,,,,,,,,,Barcelona,00:14:39.948,Pass,
251,,,,,,,,,,,,,,,,,,1.470844,,,,,,,,,,,,,b3c53c2d-310c-4425-8932-0721a981494b,845,,"[85.6, 43.4]",3773369,14,,,,,-1.3362031,,Left Foot,,"[89.4, 27.5]",,Low Pass,,16.347782,,,,,Pedro González López,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,37,Barcelona,217,"['0d5fbd6b-875b-4eae-973d-559d7bebc7d3', '8e623022-4024-4df1-8ef0-60eae88d08d7']",43,,,,,,,,,,,,,,,,Barcelona,00:14:43.393,Pass,True
252,,,,,,,,,,,,,,,,,,1.768159,,,,,,,,,,,,,3c4e7d1b-11e0-4d0e-997b-3fc145af3b2b,853,,"[100.6, 8.5]",3773369,14,,,,,0.91950893,,Left Foot,,"[111.5, 22.8]",,Ground Pass,,17.980545,,,,,Antoine Griezmann,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,37,Barcelona,217,['09421860-4d47-4142-956d-bac623add662'],49,,,,,,,,,,,,,,,,Barcelona,00:14:49.142,Pass,
253,,,,,,,,,,,,,,,,,,1.413353,,,,,,,,,,,,,2f1da976-80a9-4a27-b5fc-9ba766a6e496,857,,"[115.8, 17.9]",3773369,14,,,,,-2.0195196,,Left Foot,,"[110.6, 7.1]",,Ground Pass,,11.986659,,,,,Jordi Alba Ramos,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Attacking Midfield,37,Barcelona,217,"['3149cb3c-0fbb-43ad-9f30-becb383318d1', 'df15afc1-047a-4e10-a213-a1b62e7f87a6']",52,,,,,,,,,,,,,,,,Barcelona,00:14:52.305,Pass,True
254,,,,,,,,,,,,,,,,,,0.659862,,,,,,,,,,,,,78d6aeb7-58dd-4d6e-9a56-f0949e5a27c4,861,,"[105.2, 9.6]",3773369,14,,,,,1.2924967,,Left Foot,,"[108.4, 20.8]",,Low Pass,,11.648176,,,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,37,Barcelona,217,"['18c1daff-9220-4ae2-9b36-b1bfbd4a7d9a', '54f8150f-9f9c-4a1f-a7d4-1b357d6fa0cc', '7c79ffc5-f59e-44c8-b5b6-9c0f1b78a730']",56,,,,,,,,,,,,,,,,Barcelona,00:14:56.052,Pass,True
255,,,,,,,,,,,,,,,,,,3.360083,,,,,,,,,,,,,d706e73d-82cb-45a2-9579-87684db8a256,867,,"[63.2, 17.0]",3773369,15,,,,,2.7028267,,Right Foot,,"[27.4, 33.8]",,Ground Pass,,39.54592,,,,,Marc-André ter Stegen,,,,,,Recovery,1,From Throw In,Frenkie de Jong,8118.0,Center Back,37,Barcelona,217,"['e648fe35-bf30-48f4-86c6-635142d5cfc5', 'e7d438f4-b3b8-4b6c-8092-fb579b881207']",3,,,,,,,,,,,,,,,,Barcelona,00:15:03.223,Pass,True
256,,,,,,,,,,,,,,,,,,1.595176,,,,,,,,,,,,,46961d8f-7cee-4b73-ace3-cd3b229b7458,870,,"[27.1, 36.4]",3773369,15,,,,,0.66104317,,Right Foot,,"[32.5, 40.6]",,Ground Pass,,6.8410525,,,,,Frenkie de Jong,,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,37,Barcelona,217,['d614669d-41ee-40ab-b062-c64a482e5014'],8,,,,,,,,,,,,,,,,Barcelona,00:15:08.281,Pass,
257,,,,,,,,,,,,,,,,,,1.052324,,,,,,,,,,,,,677bb6ce-aa0d-48c2-be25-bf16e407a686,873,,"[38.5, 23.3]",3773369,15,,,,,-1.7701336,,Right Foot,,"[36.5, 13.4]",,Ground Pass,,10.1,,,,,Pedro González López,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,37,Barcelona,217,['3b88dd56-4af8-477f-be12-10c3ef46b7ba'],13,,,,,,,,,,,,,,,,Barcelona,00:15:13.418,Pass,
258,,,,,,,,,,,,,,,,,,1.105915,,,,,,,,,,,,,ce55f9de-99cf-423b-96bf-9a23537db12b,876,,"[33.7, 13.4]",3773369,15,,,,,-0.76214653,,Left Foot,,"[44.7, 2.9]",,Ground Pass,,15.206906,,,,,Clément Lenglet,,,,,,,1,From Throw In,Pedro González López,30486.0,Left Defensive Midfield,37,Barcelona,217,['40472b50-31ae-4642-8f4f-45dc14cef325'],15,,,,,,,,,,,,,,,,Barcelona,00:15:15.523,Pass,
259,,,,,,,,,,,,,,,,,,1.1958,,,,,,,,,,,,,31a838ea-b58d-40ae-89b7-ae2f0ed45aec,880,,"[46.7, 9.4]",3773369,15,,,,,0.7770881,,Right Foot,,"[64.9, 27.3]",,Low Pass,,25.527435,,,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,37,Barcelona,217,"['7ccf544a-c98b-406f-8ec2-706e1f2f85d9', 'a2cc619a-ba16-4dbe-b0dd-146cf2f41927', 'f24be17e-a791-4b30-a6c3-343d24a0aac9']",18,,,,,,,,,,,,,,,,Barcelona,00:15:18.380,Pass,True
260,,,,,,,,,,,,,,,,,,0.733732,,,,,,,,,,,,,159b67a1-4161-4da6-a800-ffba7c08e161,884,,"[54.1, 28.4]",3773369,15,,,,,2.1200428,,Left Foot,,"[47.0, 40.0]",,Ground Pass,,13.600368,,,,,Sergio Busquets i Burgos,,,,,,Recovery,1,From Throw In,Antoine Griezmann,5487.0,Left Attacking Midfield,37,Barcelona,217,"['180e5cfc-e2a5-445b-b12e-62bba6ed8b54', '45dc967f-2df4-4413-8254-fb504ff4fe2b']",21,,,,,,,,,,,,,,,,Barcelona,00:15:21.241,Pass,True
